business_id,date,review_id,stars,text,type,user_id,cool,useful,funny
vlEsxOtkCrStCb52gJhG5w,2012-04-24,IoZjPWk2Xx6HiEXZD9TAug,5,Best prices and a huge selection. I love their single bottles of beer isle where you can mix and match your own 6-pack of beer. Some of my favorite beers I can only find here.,review,5jO2RMO-MYZDWTIYzr3dSA,0,1,0
RYZ08XAToBaN-bS5HHVEhQ,2011-04-13,ihS3vJGm-437Nd4xHJMyiw,4,"Met a group of people...great craft beer selection.. ordered Old World Salad w/House Dressing, excellent.. enough to feed 2-4 people..
then the Murphy pizza.. applewood smoked bacon and onions w/the thin crust, wood fired. This is an awesome pizza. The rest of the group got various  pizzas and loved everything! Our waitress was great, and took good care of us..",review,LXWAXIeYFIdgd2JVPF-9qA,4,4,2
7LuKiasIyGUEo7uipN10Eg,2011-08-12,jouRCLiFuAHJQ_DQMaHx8Q,4,"First thing - I felt compelled to write a review because the Android and Ipad app both state that Mokis is closed. If you are doing a mobile Yelp for this place, it is most defiantly open.

Second, I decided to give them a try for an early Friday dinner, about 5 in the evening. There were a few people dining in the restaurant, and quite a few people on staff for the evening. The dining room is pretty well decorated, more so than I thought it would be, giving a faux Hawaiian feel to it. Seeing some people there at that time gave me hope for a good meal.

I asked the lady manning the counter what was good, and she took a bit of time to walk me through the menu. Emphasizing the plate lunches, I decided to try the Combo that would get me the most variety. I elected for terriyaki beef and kalua pork. I took the side of the 'potato mac' and got my meal to go.

Arriving home, my meal sat for about 5 minutes before I had it unboxed and ready to enjoy. Considering that fact, everything was in pretty good condition. The potato mac was a bit more room temperature than cold, but that was my own doing. The rice stayed warm, the pork moist and really flavorful, and the beef sweet and tender.

Having dined at a few places offering plate lunches in the past, the potato mac was probably what sold me as much as the meats on why I'll return. Potato mac's tend to have a pretty flat flavor, and when I find out how Hawaiian's garnish them, I will be excited to get some more flavor in them. But it was just the right amount of dry ... I've had many potato mac's that are just too wet, but this felt about perfect.

I'll give the fish dishes a try in the future and report on those. But I really enjoyed what I experienced and well give it a second (and probably more) pass.",review,-nkYxSyYTQNIlj_D3fJGag,0,3,0
Om3WtcK5qgwEW5-CojPMxw,2011-12-15,AX4u1XaFo6hXsK4-2YZa7A,5,"This is the old location. For current reviews, look up Karen's Kreamery Cafe'. Here is what I posted for the new location...please give it a chance. I do not know the owners, I just love supporting a good, local business...
Great ice cream, super cute store, extremely CLEAN! The ice cream is good, service is always great, and the location is fun (although a little out of the way). The prices are reasonable. I would rather support a locally owned business and pay more than McDonald's prices and less than Cold Stone prices. If you haven't been, and plan on visiting in the Summer, bring suits for the kids. There is a nice little splash area right next to a big playground. Karen's Kreamery is located in a big park/sports facility. There is also a medium sized skate park. We usually make a fun outing out it. My family loves this place!! Support local businesses!!!",review,E_1N6H102rr1YdZAakDLYg,0,0,0
9Vu9KhK2-kBSM-FXvxXGNg,2011-09-17,O--Ov0YCveF9hl35eru6Rg,4,"I like Pei Wei, its good when I want something fast. But the main reason for my review on here today was to say HOW AMAZING the manager was at this location. 

I came in at lunch and it was VERY busy. There was a line to the door. There were some arguments about someone stealing a seat (unhappy customer, complaining because a seat was saved and they had waited in line, wanted to be comped because of it.... so dumb if you ask me. I mean just deal with it people! Its busy!) But the manager dealt with it so professionally, and when I was next in line he did not act rushed, he was very helpful, and told me that if I did not like what I ordered to just tell him and he would get me something new. I work in the restaurant business (a much higher priced place) and this manager was awesome! Good job man!",review,hE8cu6qYG474Gd2B9_qqog,0,0,0
2ceeU8e3nZjaPfGmLwh4kg,2010-03-24,-04V-J248jjwibqilfLePA,4,"Tasty standard bar food.
Great bar service.
Sweet servers (90% of the time).
Huge awesome patio.

The cherry on top is that it is NOT on mill ave!

Best spot to be at on a beautiful spring afternoon in Arizona.

What else could you possibly need?",review,NsIoM2PlaL28E-jbrs4Zlw,0,0,0
dzncF6n6MHJLXUo4_J6eig,2012-01-06,jMVxc5mZXK3MXfVUfUkIHA,5,"All around great food.  True Texas brisket experience.  Meat has great flavor and tasty sides add variety to the offerings.  Don't forget about the sheet cake for dessert!!  I'll be back.  

***Read another review on here talking about wings.  They don't have wings here!!  Get your reviews right people.",review,JCx3wTsBcN91i7uF1RM-aA,0,0,0
ChmqODwuYP1ewjmWXtxtsg,2010-08-02,8aftQwExSE9ZP8csK0pehw,3,"The Nee House.......well I just wish they would get the concept of customer service! I tend to feel second rate when we go in for dinner. 

I really like the food but after 5 attempts at dining in with crappy service we have decided it is best for take out only. 

The food is pretty good and they are super quick when it come to take out. I am happy to say that when I picked up our order yesterday the girl at the front actually smiled and chatted with me while processing our order!",review,VlPalcT0hoEWwdUlEfKHwQ,1,1,0
cjjZt2oOkk0F152RkQMfQw,2011-01-12,yVzM9GuUSSkD6NHLjqzeBQ,4,"Coach house is your favorite dive bar...this bar reminds me of almost every shit hole in the upper peninsula of Michigan. A great little spot to throw back a few beers after a rough day. 
Drinks are cheap and the staff is friendly. Plenty of games to play and TV's to watch. 
If you have never been I would definitely check it out.",review,Ofxlhi_HKp7myFDpwg9aIA,0,0,0
1CNKe3H07sLu6rigOpAYsg,2011-11-23,MbBL1-CrkE-RteMYe4y7JA,3,"I have to say that I'm not a huge fan of D&B's food. Typically if I'm here it's to have a couple beers and remind my husband how good I am at ski-ball. Overall, it's a cool vibe with many different games to play. The drinks are affordable and you can't beat the location (Tempe Marketplace.)",review,sPEFql7fLp0oouFxnooGpQ,0,0,0
Tsff0UUVgrnawjI_xd2cKg,2012-05-26,ty9eckTsSzGdjnyGFk4vPA,4,I had a serious craving for Roti.  So glad I found this place.  A very small menu selection but it had exactly what I wanted.  The serving for $8.20 after tax is enough for 2 meals.  I know where to go from now on for a great meal with leftovers.  This is a noteworthy place to bring my Uncle T.J. who's a Trini when he comes to visit.,review,uj2fHfOZ8_tR5kFGl9sV0Q,0,1,0
F3SEkW6v2LJ5y6Ldo5pPaw,2011-04-18,GU8qqwr2ufzGzsisc5VT5w,5,"This is my neighborhood Chinese Restaurant and a family staple.  I personaly like the roasted / peking duck.  The Shrimp Lo-Mein is good, Fast, Friendly Service, No MSG.
Lunch Specials  during the week are awesome too.",review,KVYEjEFmaUd8bLJNnoj6uw,2,1,0
xI0UZH734lJtm39DbLf-Bw,2010-01-19,zdslxeH4T2MhkDtE79RRnw,1,"This was my second visit to Arriba's and believe me, it wasn't my choice. I spent the first 26 years of my life in Southern New Mexico and I miss the food like CRAZY, especially green chile. When you walk into Arriba's it's New Mexico this and New Mexico that and the dishes are named after cities and landmarks in the state.

When we told the waitress that in New Mexico green chile sauce doesn't have pork in it she said, ""Well, we say that but it's not *really* New Mexican"" and walked off. What?!?!

The first time there we mentioned this to a Manager and got the same exact reaction. I also asked if I could get a side of plain green chile and was told no. Both times we were being super nice and just trying to start a friendly conversation, had these interactions been better this review wouldn't be here.

I'm far from being a vegetarian, I don't eat pork or beef because I don't like it. Also, I didn't ask about the red chile sauce because I'm not a fan, maybe it's porkless and amazing but I can't speak for that...

I ordered the Santa Fe Chicken salad.  Iceberg lettuce, slimy greens, cooked onions and bell peppers, mushy tomatoes, half melted greasy cheese clumps and very dry chicken piled on a shell... yuck. 

If it wasn't for the delicious fresh chips, guacamole and two 99cent happy hour margaritas I would've been VERY unhappy.  I definitely won't ever be back and this time I mean it.",review,AjmdjjXYHrLgFjaSd2zx-g,2,3,1
ntN85eu27C04nwyPa8IHtw,2009-11-11,ZC4dA0KenvqDN3Ih--nwNw,3,"We went on a Sunday afternoon, the wait was 45 mins for 4 people. We waited because everyone keeps talking about it. Man, was I starving to death when we were seated. I had the ham and cheese omelet and everyone shared an order of waffle with everyone else. The omelet was good. The waffles were light and fluffy. Good but not to die for. I personally think it was over hyped. It is good breakfast food, not GREAT.",review,_PzSNcfrCjeBxSLXRoMmgQ,0,2,0
xdwPHc25l7_roZ9Kfea13w,2009-07-11,Mzn47QcxO88k60qgXiO0Kg,1,"Sadly disappointed.  I've passed Lola's an uncountable number of times and each time thought I needed to try it.  I finally did tonight and was terribly disappointed.  For anyone that has been to Firefly in Las Vegas there is just no comparison.  The sangria was decent but nothing special and the tapas were just ""so so.""  The atmosphere was busy and our service sucked, but it was a very unique and cool environment.",review,hFP7Si9jvdOUmmMesg4ghw,0,0,0
weCbIA8mCkVw7zmxPNT5sA,2009-11-14,VIWkzqhxIvtu58u35YeLDw,4,Older restrant but very good food,review,SzpPsfGGviCt_IURJMNs4w,0,0,0
KS2w8ychyieJbUqRa6kCHw,2009-08-18,CMe1I7gom1KiG3TuJi4pxw,4,"I LOVE this place. The marijuana theme isn't kid-friendly though, so DONT bring your kids. Just bring it home to them.

Their subs are really tasty, the theme (for adults) is hilarious, the people are friendly, and are reasonably priced.

Also, the potato salad is fantastic!",review,4mILqmATFktvFYWqrpRAUg,1,2,1
Mng1FUcW-xRSdsDkowQm2Q,2008-11-14,qFPgS7gCTA2zM6vk937M8Q,5,"I used to shop her constantly when I live right across the street and I still make the drive up there, even though the prices are higher than Safeway. Why?

-The staff rocks. Need a certain type of wine? They know where to find it. Need a spice? That's covered too. Every employee is courteous, and most importantly, SPEAKS FLUENT ENGLISH.

-Their deli rocks my socks. Always fresh and always tasty, I've purchased more than a few dinners and have never been disappointed.

-The ready to cook stuff is delicious too. In the mood for some kind of meat stuffed with a vegetable and/or cheese? This is the place.

-I also loved the fresh food cooked every day right in the store. From BBQ to MASSIVE Sunday omelets, the choices are a plenty. Again, not cheap, but you certainly get your money's worth. Go early if you want the breakfast, they run out quick.

And you can buy good beer by the bottle! Dogfish Head rocks.",review,rV-B4sIzTbnvsYZZi2Nyrw,2,2,1
b1d8nKDgizi3K8Jw6llksw,2011-02-14,rudZ-SWNx8x9bRIgWxeihw,5,"Since moving to Arizona I have selected Fry's as my new grocer and am very happy with my choice! I immediately signed up for their VIP card and love seeing the many savings listed on the receipt after every trip.

I am especially happy that I have moved closer to this Frys as it is open 24 hours and even when shopping in the wee hours of the morning can expect to see some nocturnal ASU students.

Any interactions I have had with the staff have been pleasant and enjoyable.",review,rC3JBdYGn4l7opz5tSFs9g,0,2,0
HEI4WFai9zoixD5GhCnbeg,2012-07-09,8TBgbLGmeS0OLkmohx4pIA,3,"Read all the reviews on Yelp and thought I give Chang's Chinese Buffet a try. With a 4 star rating, I was expecting 4 star quality food. Well, some of it was good, but some of it could be better. First of all the atmosphere was pretty nice. It almost felt like Cheers, where everyone knew your name. Even though we didn't know anyone there, everyone talked to one another. The T.V. in the corner drew most everyone's attention. You could tell who the regulars were. They were up front and closest to the T.V. 

Most of the food was fresh. The Shrimp was very fresh and tasty. The rice was also seasoned probably and tasted almost as good as back East Chinese food, it just wasn't brown. Orange chicken was good, but a little hard. Not as moist and juicing like I wanted. The chicken was dry. It was flavors well, but was dry inside. Seems like it was under the heating lamp too long. The sweet & sour soup was good, but I've tasted much better. The egg drop soup wasn't too good though. Spare ribs weren't bad. Also a little dry, but not as bad as the chicken. The Egg-foo-yung was not good. Hockey puck shaped or not, it was too watery and didn't taste like real Egg-foo-yung. Everything else was pretty average. For the price, it wasn't bad. I would go back and eat there just so I could have the rice and shrimp. So pretty much 2 stars for the food and 1 for the atmosphere, service and cleanliness. Place was very clean and service was decent. Not a 4 star restaurant. Barely a 3 star. I think my wife gave it 2 stars. If you go there and find certain foods you like, it's probably worth the $5-$6 to go back and eat as much as you want of those particular foods. Skip the bad stuff and eat all of the good tasting foods. Other buffets will run you $10-$15, so this place could be a gem if the food gets better.",review,Ts6UNH4LQp4YIwATf-cqnw,1,1,0
MuIXnv7Oq7X3-4aEsp9dDA,2012-01-18,RUO0_QEKAvr_yNURIPV9NA,5,Great decor. Great food and very good service. You have to try the pork belly pastrami. To die for! Their version of the Manhattan was very good. As for the main courses you can't go wrong with the scallops or the smoked duck. For dessert go with the black & tan pudding. Oh soooo good. Highly recommend this place.,review,qAbgwS6XmukTJlTDKKj23A,1,1,1
YXp62JdXJDzX0EuRv_zgMQ,2011-06-23,ChjUj0rjDRbFu_5Q3ZN4nw,5,Ditto what Kristi M. said.  Thank you to my fellow Yelpers for helping me find this place.,review,0CRk-70pIHwk16iKGVCpxw,1,3,1
FFHzFdyWgM-OdMghuXMPEQ,2010-11-06,BWpNXieyNRIxdW7hZTVEwg,4,"1st..downtown Mesa needs to get its props. They have some really good places to check out and Mango's is one of them.  Mangos is one of my favorite Mexican food stops. I love their taco salads because their tacos are homemade and soooo delish. 

I also love their 100% fruit juices, so simple and so good. You gotta get there before the lunch crowd if you want some though, they run out super fast. 

Simple, Delish, and fun.  Oh....and here's a lil inside hint, going to the bathroom there is an adventure on its own....",review,Y4vDAMdI7NMpeuB_IhcpMw,0,0,0
JokKtdXU7zXHcr20Lrk29A,2009-06-13,-8Ed9HuTraLTPb-dTBxoCg,5,"Four Peaks serves up some great beers and great eats.  This is no secret so no matter which day out of the year or which hour and minute out of the day you go you will see a full patio, and a populated bar.  Plan accordingly.  Try their Italian beer bread, the Carne Adovada, or the Southwest burger and wash it down with a pint of Hop Knot or Kilt Lifter.  You will be happy you did.  All of Four Peaks' menu items are appropriately priced and you will always leave satisfied.",review,DZ7NafMn4ACDLcdCiWlllA,0,1,0
5jazn-RZP2R6ZkCIPZsf0w,2013-01-03,lr7ue4c2BjJIi3yXdAZTKA,5,"Wow this place is fabulous.  Everything is so fresh and tasty that you can enjoy a healthy and yummy meal without breaking the bank.  The salad bar is huge and they have a fresh soup bar where you can choose numerous varieties of homemade soups.  Great tasting desserts and frozen yogurt machine.  Best Strawberry Lemonade I have ever tasted.  You have to try this place you will not be disappointed.  They need to open locations in the Midwest.

Also, I want to give a shout out to the server at the restaurant.  His name is Oscar and he is so wonderful and funny.  He made us all laugh and smile and Oscar is such a hard worker and everyone that visits this location has to say hello to Oscar because he is the nicest man ever!",review,19z2sZCwjNveJf6koqlplQ,0,0,0
AaKlegu7gmOCD4rEESF76Q,2010-09-26,pIEpiXF-08GoKZ7MeYnoOQ,4,"As I mentioned in my previous review, Maizie's was my favorite spot with the first Urban Wine Walk.  So it makes perfect sense that if the UWW Returns, so do I.  Well, return to Maizie's that is!  We started there this time and enjoyed all three wines they were tasting.  Their pizza and bruschetta bites were great.  And after we quickly inhaled the samples, we decided to get more food.  

The menu is pretty huge and everything sounded and looked delicious.  Yes, we were eyeing everybody else's plate as well; the bar seats are good for that!  After ooh-ing and ah-ing over what we saw, we decided to split the spinach and artichoke dip that came with chips and pit bread.  It was great!

The best part about Maizie's is that they just seem to do things right.  Friendly, casual service so you feel like you're among friends.  All sorts of specials listed up on the boards so 1) you don't have to feel dumb asking and 2) you don't have to feel even dumber when you forget and have to ask again.  Beer of the month (always fun to try), 20% off beer or wine to-go (what is this, Vegas?), happy hour specials (you had me at ""daily""), the list goes on and on.

Good food, great energy, small, cozy inside and an nice patio space too.  I have only been twice now, but have have fabulous experiences each time.  A few more times, and they win the fifth star, easy!!",review,AirVzN1BVQBmq5zY0YMNYQ,2,3,0
n25AWEdWRaNMdMI_uN_VOw,2011-12-22,Uaki6WdA6P65N35WbHI2pw,5,"Always love the ALofts
If you've stayed at one, they're pretty much the same
Rooms were clean and comfortable.
There was plenty of room in the standard king room
Bathroom was nice, you don't have to deal with the miniature shampoos, they're in the wall mounted containers, which is nice.
Only thing missing is an iron and ironing board, but other than that, the room was perfect, especially if you like hip, modern decor, which I do.  Rooms are a notch above TheStandard in LA, but not quite as roomy.  The rest of the property was just OK, yes, they have a lounge, but need a restaurant.  This location also does not have a DJ as some of the other ALofts do.
All in all though, probably one of the best hotels to stay in while in the Phoenix area, especially for the price.  I heard from the bartender that the one in Tempe is more live than this one.",review,gx7gQMWkzoke3VPitU2hlA,0,3,0
2bdKR3l4o-S1CscLqqnvVw,2009-07-10,PR5PA-5yAQF1w8v0dy3ZNA,4,"One of those places that can not possibly serve bad food...! Lunch, specifically, is very nice, quick and affordable... All their curries as well as entrees are equally good and you can ogfcourse adjust the level of spice as in all Thai places... ( that's something I don't like but serves good for those who don't eat spicy food)... Thai coffee is one of my favourites too...",review,KvVxMBkrcOHW3DkdxUsquQ,1,1,0
NWtC07BxIqQp76kugbvynA,2011-09-27,IZiaeiG5wXUf7-9HJsNH0A,5,"I have always loved this place.   Good Food, fair price,  and typically a couple of cute girls working there.  All around good place..   its a go to .",review,rjZoXU3OOPJc0-_jqx1iTA,0,0,0
AtoMSHZ-lO7kxHRBdioMtA,2010-04-26,p71IfW6kt-gUjg0TkNkDIA,5,"Sanctuary you've been replaced.  Willow Stream Spa is my new fav spa spot.  Loved. Loved. the service.
Robe got slightly damp from use, helpful attendant appears and gives me a new one.  Loved the waterfall treatment.  Loved private rooftop pool.  Loved the attendant walking around giving us sun bathers bottles of cold water.  Loved the fitness classes, the facility.
All this for $50 during AZ Spa Week.  
The facility and service is so f-a-b-u-l-o-u-s here that I would come here anytime and think every penny I spent was worth it!",review,ru8p3RTlk8f9LB_3zLXURQ,0,0,0
zXg2O_QnpHQVD7e1azAu_w,2009-10-19,vpovx0zYelOrU-4O9IYL1A,4,"I enjoy some burros because it's a good cross between fast food and sit down Mexican food.  The taste is always fresh, and good - the service is fast and friendly, even with a packed house.  It satisfies my Mexican fix and does not leave me regretting life afterwords .... (like Filbertos does)  I have only had this location, but have gone back numerous times and will continue to hit this place up and work my way through the menu ... I had the beef taco and been enchilada today ... see pictures ... you will want.",review,UPtysDF6cUDUxq2KY-6Dcg,3,3,1
FqzgT9Y-Yu7jiWdHnGW-kQ,2011-08-17,smRJLdNn0C6FtzKhiuvBDA,4,"So we went here on Monday to celebrate another milestone in my sweetheart's life. The staff there is awesome and even changed the channel for us to catch a little Monday Night Football as we did our unedited (and OH so funny) version of ""Oh My God What Is S/He Wearing, Volume 2"". 

I am a BIG fan of their Thai Sweet Chili Hot Vings. Those get 4.5 stars easily!

We also had the edamame with their signature spice rub (very yummy, but towards the end it was a teensy bit *greasy* for my taste), the flatbread pizza w/ tandoori chicken, and the banana-nut bread pudding w/ ice cream.  

I wasn't very impressed with the bread pudding, don't get me wrong, it wasn't bad, but I didn't think it was very flavorful, and I'm always on the lookout for the perfect one. (*note* If there is even the HINT of a raisin in the bread pudding, I will not go near it. I like raisins, some of my best friends are raisins, or something to that effect...just not in my bread *giggle*) 

I love the atmosphere here, it is a GREAT place to do some people watching, the patio is awesome, although I refuse to sit on ANY patio between July and September here...I'm already hot-blooded, I don't need to be reheated in any shape or fashion! 

Great place, great atmosphere, I'm a fan.",review,2KNPtV5E44vAiEr5BvMkUA,0,1,0
rr13jM6SUmfPPPGHHMHCgQ,2011-05-09,52JX_qMCJBGnY-6ZzEBIQA,4,"Good time. We sat at the sushi bar and were entertained. We brought my 9 year old very picky daughter and she had fun. She has some edamame and a plate of plain noodles. Sticking me for 5 bucks for a small pile of plain noodles I felt was outrageous. Sushi was good and rolls were fantastic. Asked the sushi chef to make his favorite and it was a spicy tuna roll with a sweet sauce that was awesome. We'll come back, but I'll give me daughter a hot dog before we go.",review,C6Av_qoKe3H5-9BOnzi7yQ,0,0,0
L7pERyEB70Vo_sb4T5dLrQ,2011-01-03,TO9DkR743eqaa0vs5kx8sg,2,"I live a stone's throw from this Safeway and never end up here for groceries. Based on experience, if I cart my lazy ass down to the Fry's at Thomas and 44th, I end up spending about 1/4 less on my shopping trip than I do at this Safeway. Everything is ridiculously expensive, even after the ""club card"" savings. 

I have no idea why. Is it because it's in Arcadia? Is it the added expense of upkeep involved in over-stocking the wine section, or the fancy olive bar, or the gourmand cheese selection? Or maybe it's the added cost of employing cashiers by not installing self-check out lanes. Do I really have to stand in line for ten minutes behind a suburbanite with 2.5 screaming childes just to buy a couple sticks of buttah? 

And I understand carding, but do you really have to whip out the book to copy down my info and then make me sign my name like three times because my 16-year old self's signature doesn't match my 27 year-old scrawl? Come on, now. That's excessive. I appreciate that you think I'm looking foxy young for my age, but I'd rather hit up the crack pipe-selling liquor paloozas along McDowell than deal with this nonsense.

Unless I am in desperate need of an ingredient *stat* or require something special like their amazing Mediterranean olive selection, I'm staying far, far away.",review,tlSSQwfHYJany7wPoTH46A,1,3,7
9r5YLKGTdQz_Q29cBifePQ,2007-09-27,gYlJTm2iavYfY66JaCxKqA,3,"I enjoy ""the BOP"" as my friend calls it on the same level that I enjoy pizza.  It's good, but it's not my desert island bar.  I go here to meet up with friends.  I've never been there on my own because let's face it.  I'm not likely to be caught dead trolling Scottsdale (even non-Scottsdale Scottsdale) by my lonesome.  The atmosphere is cozy and inviting.  Which kinda turns me off. I like my bars a bit seedier.  But if that's your thing then I'm cool with it.  I hear the food is pretty good for English fare, but hey who wants to waste time eating when you could be drinking?",review,hvgYD6Pmyaa6hS39ymIQBQ,1,0,0
l5-Svx1dgLN661zx-ilLFQ,2009-07-27,StAGDHDRzWw9JWkBp8KbkQ,5,"I can't believe this wasn't reviewed yet!  This place rocks, and Dr. Heather is the very best vet in town. She's reasonable in price, thorough in her evaluations, and super kind. She handled the life and death issues so carefully and warmly, and she talks about her own pets and has compassion! 

When our cat Everett died, she not only called us throughout the whole cremation process, but she sent a card and when we picked up the ashes - she had made a single footprint ""ornament"" with a ribbon and his name on it as a gift.  Never had a vet do anything so kind.  

We have had MANY cats and MANY VETS.  I know a good vet. Go here. Please go here!",review,x4eIi_YiwKj1pzcspeLt-Q,1,7,0
G_2CWsU7GYwhNqptrLXUBg,2010-09-12,9yrSYobZ9OlKCDNRtzTs1Q,4,"It's really easy to write reviews about places like D'licious Dishes.  This was my second visit since Petite Fromage sadly closed.  This time, I was with my mother and wife.  We each ordered a sandwich and a side salad for about $7.00 per person.  Everything was really very good.  I honestly think I would have been satisfied with only half of the cuban sandwich that I ordered, but it was so good, I had to finish it right then and there.  My wife and I are moving into a house in the Medlock Historic District, directly behind D'licious Dishes, and we have decided to make this our standing Saturday lunch spot.  I was too full to indulge in their beautiful selection of sweets, but I will be sure to dive into that area on my next visit.",review,2eVF68QkqhjPBFYI_4ErLA,1,1,0
7QSYBp2-AOdyUJXEaLnbgA,2011-09-06,5JNwatofp-E_-o5kNJXzYQ,5,probably my favorite restaurant :),review,8fwK6mZbsX4VKz0X2TsLFw,0,1,0
jKHRI4bg4fP8zQVpE4jsIQ,2011-08-02,RACmf5ZlaxqhmBcIsGzptQ,5,This is a great hole in the wall shop off of Val Vista Rd. I've been getting the chicken salad sandwich since 2006 and it's the same ever since GREAT! Cookies and bread are awesome as well...,review,FW5o1j_WytQAT6vGgs7tvg,0,0,0
7QSYBp2-AOdyUJXEaLnbgA,2011-01-31,UgOy-JZPau5s83QkoyO3sA,4,"what a great place. there were 4 of us and we all have something different. the ribs just melted off the bones. my wife had the filet and it just melted in your mouth. she had the special mashed potatoes, don't remember what they were called but she really enjoyed them.another party had salmon and it looked great. the son from OR had the meat loaf and it really left a lot to be desired. sort of dry and not much taste. The B 4 drinks were good  and near the hi end of pricing,but hey its Scottsdale. This was our first visit and it will not be our last. Just a long drive from Surprise. don't forget the corn bread and request butter. A great meal would be a large salad and the corn bread.",review,vMZX1Br4TurxDAzgvvu5_Q,0,0,0
531AqbFkCNO1lLJ4fTgE8Q,2012-04-24,XvGByHtVvH5gplOEObwvFQ,4,"This would be a 
great place to live at",review,pg2fDQinZv-a4uvkiPGSMg,0,1,0
_L5kScT8_QCmFoHV6fmrqg,2012-04-26,NEcGg4OWpzRx3_Eo2hOptA,3,I am not going to complain about the quality of my manicure! They did a fabulous job...On the other hand their customer service was a little off. Very unorganized and they could just not get it together. It took them forever to assist us since we didn't have an appointment and are not regulars.,review,xaEtXJM62xy-jdGyevR7VQ,0,1,0
ItMihRR-t810HgctGofF3g,2010-07-19,AyZ8VIpoJYFgouBwnHR9ww,5,"This place had me from the moment our waitress asked us if it was o.k. if our water was infused with the flavor of cucumber.  Heck yeah it was o.k. in fact I don't even want to order a drink, I just want the free cucumber water!  My buddy and I decided to start with an app. order of sweet potato waffle fries with dipping sauce.  Delightful!  I ordered the sweet potato and garbonzo burger and the sweet potato and avocado salad side dish.  Notice the sweet potato theme??  I love those crazy orange taters!  The food was really tasty and quite flavorful.  The burger was a little different than I expected because it didn't come on a bun..but no biggie.  In typical girl fashion, my buddy and I split a cupcake...finger lickin' good!  I am picky-picky but this place won me over big time!  Also, I felt that, for the location, their prices were very reasonable.  The prices for those condos located upstairs..well that's gotta be a different story!",review,UKjrGv2k8H_DbMW9EXmEcA,1,0,0
U4IipLI4RsuBLmxTFEV2MQ,2011-02-27,lLXh24KI8x0-ZGBlWoRDdA,4,"Been parking here at least 10 times; fast, affordable and safe.  Use your smartphone and YELP app to access the super check-in discount.

While it didn't happen this time, at Christmas they were especially full, so don't be surprised at that time of year and make reservations (yes, make reservations at a parking lot)",review,OroGqv0t7fy-Q3E2PzTEwQ,0,0,0
7pxa5tueoEcmt6hztqsz2A,2012-02-21,BP5qPstHl30OCvXe_6L5Bg,3,This Pei Wei is consistant with it's orders being correct & clean. My one wish is that the parking lot it shares with Starbucks & Sidebar were about 15 cars larger. I don't see that happening but a girl can wish can't she?,review,z1tNqF5qJRpibGj-9_r9Ew,0,0,0
VpW40mznMS43CqdbelX2wA,2012-08-20,-w_ZTzt5EOH7MDXzvwwExA,5,"If you don't love Guissepe's, you don't love Italian. Kindly find your way to a chain restaurant that serves bland, unseasoned, frozen-then/microwaved meats, sauces that are fit for an old folks home and an ""endless"" pasta and salad bar. Go to these places, because Guissepe's is not for you.  It's for lovers of true Northern/Northeast American Italian cuisine. Chicken Parm that is fried, NOT baked, thank you very much. Meatballs that use beef, veal and pork. Sauce that use LOTS of salt, as it should be. Leave your dietary worries at home.

 In a word: perfecto.

Robert's passion for music (he's a well known accomplished cellist in NY circles) and food is unparalleled. He is without peer in the state of Arizona. 

But be warned... there ain't no endless pasta bowl here.
 
Their weekday lunches are equally superior. This is Italian the way we had it growing up in North Jersey.",review,LZ86tqJTvDdHHD68oluGQA,0,0,0
5Va2HCh_R2fhdGI15K32XA,2010-11-21,uERIDJypjod13_XVbn3COQ,4,"Finally!  A Chinese restaurant on the west side that's really good!  Understand they've been here a year - on a Saturday night at 6:30pm they were packed - at 7:15pm, they were practically empty.  Now you know when to arrive.
Jo had Asparagas with Chicken and Shrimp, I had Kung Pao Beef...both excellent.  The spring rolls were very tasty.
I'd consider 5 stars except for the waiter - too much of a hurry, put down the spring rolls without sauce or mustard, never asked if we wanted anything.  I watched other waiters and they were much more thorough, so we just caught a poor one.
Go back again?  For sure!",review,ETIAM78kYT_xPM8b2iqi7g,0,0,0
HQ8N_EwJA3NdF1UApsF-fA,2008-12-02,HHpWveXhw4rbntA9HN7XwQ,4,"Our team ordered a pizza while we were in a business meeting and the guys were great in delivering it on time. As a bonus the pizza was great. I'm usually a stickler when it comes to crust, and this stuff was great. The only thing I didn't like was that the margarita had tomatoes on it and not tomato sauce. Just a personal preference. Also wish they added the basil leaves at the end to keep it from fully cooking/charing.

We'll be ordering from here again.",review,6POmMZXi6CMWPzj8eaWk6g,0,0,0
